Product_ID,Product_Name,Category,Brand,Quantity_g,Manufacture_Date,Expiry_Date,Shelf_Life_Days,Days_Left,Storage_Condition,Price_INR,Country,Waste_Risk
PRD_2899,Rice,Grains/Legumes,Britannia,250,16-03-2025,10-02-2026,331,15,Ambient,285.59,India,0
PRD_2900,Paneer,Dairy,MTR,1000,28-01-2026,06-02-2026,9,11,Refrigerated,265.45,India,0
PRD_2901,Paneer,Dairy,ITC,250,19-01-2026,27-01-2026,8,1,Refrigerated,389.45,India,0
PRD_2902,Noodles,Grains/Legumes,Mother Dairy,2000,16-07-2025,23-01-2026,191,-3,Ambient,48.33,India,0
PRD_2903,Rice,Grains/Legumes,Aashirvaad,5000,12-05-2025,05-02-2026,269,10,Ambient,164.34,India,0
PRD_2904,Flour,Grains/Legumes,Britannia,500,05-06-2025,25-01-2026,234,-1,Ambient,373.56,India,1
PRD_2905,Paneer,Dairy,MTR,250,02-02-2026,08-02-2026,6,13,Refrigerated,187.26,India,0
PRD_2906,Paneer,Dairy,MTR,250,15-01-2026,27-01-2026,12,1,Refrigerated,561.11,India,1
PRD_2907,Noodles,Grains/Legumes,MTR,5000,26-01-2025,25-01-2026,364,-1,Ambient,95.23,India,1
PRD_2908,Chicken,Protein,Nestle,5000,12-01-2026,26-01-2026,14,0,Refrigerated,597.88,India,1
PRD_2909,Noodles,Grains/Legumes,Mother Dairy,1000,19-02-2025,24-01-2026,339,-2,Ambient,395.54,India,1
PRD_2910,Rice,Grains/Legumes,Nestle,500,06-03-2025,27-01-2026,327,1,Ambient,260.51,India,0
PRD_2911,Fish,Protein,Amul,5000,22-01-2026,03-02-2026,12,8,Refrigerated,448.72,India,0
PRD_2912,Vegetables,Produce,Amul,250,03-02-2026,08-02-2026,5,13,Refrigerated,220.02,India,0
PRD_2913,Rice,Grains/Legumes,Amul,2000,07-05-2025,24-01-2026,262,-2,Ambient,305.05,India,1
PRD_2914,Pasta,Grains/Legumes,Nestle,5000,23-02-2025,31-01-2026,342,5,Ambient,571.38,India,0
PRD_2915,Rajma,Grains/Legumes,Britannia,500,01-07-2025,30-01-2026,213,4,Ambient,391.99,India,0
PRD_2916,Rice Batter,Bakery,Mother Dairy,5000,31-01-2026,04-02-2026,4,9,Ambient,566.28,India,0
PRD_2917,Fish,Protein,MTR,500,16-01-2026,27-01-2026,11,1,Refrigerated,36.96,India,0
PRD_2918,Noodles,Grains/Legumes,Aashirvaad,2000,17-03-2025,10-02-2026,330,15,Ambient,148.81,India,0
PRD_2919,Flour,Grains/Legumes,Nestle,1000,12-06-2025,26-01-2026,228,0,Ambient,47.55,India,1
PRD_2920,Rice Batter,Bakery,Britannia,500,06-02-2026,10-02-2026,4,15,Ambient,196.92,India,0
PRD_2921,Paneer,Dairy,Aashirvaad,250,01-02-2026,09-02-2026,8,14,Refrigerated,582.47,India,0
PRD_2922,Pasta,Grains/Legumes,Aashirvaad,5000,13-07-2025,02-02-2026,204,7,Ambient,296.91,India,0
PRD_2923,Bun,Bakery,Britannia,1000,22-01-2026,25-01-2026,3,-1,Ambient,186.92,India,1
PRD_2924,Rice,Grains/Legumes,Britannia,500,27-03-2025,31-01-2026,310,5,Ambient,93.58,India,0
PRD_2925,Rice,Grains/Legumes,Nestle,5000,10-03-2025,24-01-2026,320,-2,Ambient,543.24,India,0
PRD_2926,Rice,Grains/Legumes,MTR,5000,09-05-2025,07-02-2026,274,12,Ambient,366.06,India,0
PRD_2927,Rice Batter,Bakery,MTR,5000,07-02-2026,10-02-2026,3,15,Ambient,239.58,India,0
PRD_2928,Bun,Bakery,Mother Dairy,5000,06-02-2026,10-02-2026,4,15,Ambient,276,India,0
PRD_2929,Rice Batter,Bakery,Nestle,500,31-01-2026,05-02-2026,5,10,Ambient,267.08,India,0
PRD_2930,Pasta,Grains/Legumes,MTR,1000,25-02-2025,24-01-2026,333,-2,Ambient,123.37,India,1
PRD_2931,Rajma,Grains/Legumes,Amul,250,29-03-2025,29-01-2026,306,3,Ambient,165.9,India,0
PRD_2932,Rajma,Grains/Legumes,Mother Dairy,500,25-07-2025,10-02-2026,200,15,Ambient,472.83,India,0
PRD_2933,Noodles,Grains/Legumes,ITC,250,20-03-2025,06-02-2026,323,11,Ambient,580,India,0
PRD_2934,Rajma,Grains/Legumes,Mother Dairy,2000,03-02-2025,26-01-2026,357,0,Ambient,326.66,India,1
PRD_2935,Rice Batter,Bakery,Aashirvaad,2000,29-01-2026,02-02-2026,4,7,Ambient,22.89,India,0
PRD_2936,Vegetables,Produce,MTR,1000,28-01-2026,04-02-2026,7,9,Refrigerated,306.01,India,0
PRD_2937,Rice,Grains/Legumes,Aashirvaad,1000,20-03-2025,01-02-2026,318,6,Ambient,373.86,India,0
PRD_2938,Rajma,Grains/Legumes,Amul,250,26-06-2025,25-01-2026,213,-1,Ambient,357.87,India,1
PRD_2939,Rice Batter,Bakery,Britannia,250,23-01-2026,26-01-2026,3,0,Ambient,138.09,India,0
PRD_2940,Rice Batter,Bakery,ITC,250,31-01-2026,05-02-2026,5,10,Ambient,527.11,India,0
PRD_2941,Chicken,Protein,Aashirvaad,500,15-01-2026,30-01-2026,15,4,Refrigerated,148.91,India,1
PRD_2942,Paneer,Dairy,ITC,2000,19-01-2026,25-01-2026,6,-1,Refrigerated,318.92,India,1
PRD_2943,Flour,Grains/Legumes,Nestle,1000,22-06-2025,03-02-2026,226,8,Ambient,329.28,India,0
PRD_2944,Bun,Bakery,ITC,5000,25-01-2026,29-01-2026,4,3,Ambient,473.63,India,0
PRD_2945,Flour,Grains/Legumes,ITC,5000,28-01-2025,24-01-2026,361,-2,Ambient,318.21,India,1
PRD_2946,Pasta,Grains/Legumes,ITC,500,05-06-2025,10-02-2026,250,15,Ambient,506.2,India,0
PRD_2947,Fish,Protein,Aashirvaad,2000,29-01-2026,07-02-2026,9,12,Refrigerated,499.1,India,0
PRD_2948,Paneer,Dairy,Aashirvaad,500,14-01-2026,24-01-2026,10,-2,Refrigerated,517.94,India,1
PRD_2949,Rajma,Grains/Legumes,Nestle,1000,23-07-2025,08-02-2026,200,13,Ambient,210.31,India,0
PRD_2950,Flour,Grains/Legumes,MTR,5000,10-05-2025,27-01-2026,262,1,Ambient,488.83,India,0
PRD_2951,Noodles,Grains/Legumes,Nestle,250,17-05-2025,01-02-2026,260,6,Ambient,579.64,India,0
PRD_2952,Pasta,Grains/Legumes,Fortune,2000,30-04-2025,28-01-2026,273,2,Ambient,562.71,India,1
PRD_2953,Noodles,Grains/Legumes,Mother Dairy,250,01-04-2025,08-02-2026,313,13,Ambient,270.25,India,0
PRD_2954,Fish,Protein,Fortune,5000,19-01-2026,02-02-2026,14,7,Refrigerated,437.55,India,0
PRD_2955,Chicken,Protein,ITC,1000,21-01-2026,02-02-2026,12,7,Refrigerated,53.53,India,1
PRD_2956,Fish,Protein,Fortune,500,23-01-2026,01-02-2026,9,6,Refrigerated,596.2,India,0
PRD_2957,Bun,Bakery,Mother Dairy,250,23-01-2026,27-01-2026,4,1,Ambient,79.28,India,0
PRD_2958,Rice,Grains/Legumes,MTR,2000,17-03-2025,09-02-2026,329,14,Ambient,510,India,0
PRD_2959,Paneer,Dairy,Mother Dairy,1000,22-01-2026,30-01-2026,8,4,Refrigerated,303.29,India,0
PRD_2960,Rice,Grains/Legumes,ITC,250,27-05-2025,31-01-2026,249,5,Ambient,56.18,India,0
PRD_2961,Rice,Grains/Legumes,ITC,1000,28-02-2025,08-02-2026,345,13,Ambient,243.17,India,0
PRD_2962,Fish,Protein,ITC,1000,18-01-2026,26-01-2026,8,0,Refrigerated,351.62,India,1
PRD_2963,Fish,Protein,MTR,500,20-01-2026,31-01-2026,11,5,Refrigerated,51.9,India,0
PRD_2964,Noodles,Grains/Legumes,Britannia,500,15-02-2025,29-01-2026,348,3,Ambient,86.93,India,0
PRD_2965,Fish,Protein,MTR,500,27-01-2026,03-02-2026,7,8,Refrigerated,462.89,India,0
PRD_2966,Paneer,Dairy,ITC,5000,16-01-2026,26-01-2026,10,0,Refrigerated,510.37,India,1
PRD_2967,Fish,Protein,Nestle,500,23-01-2026,03-02-2026,11,8,Refrigerated,469.79,India,0
PRD_2968,Paneer,Dairy,Fortune,500,02-02-2026,07-02-2026,5,12,Refrigerated,45.66,India,1
PRD_2969,Flour,Grains/Legumes,Amul,250,15-04-2025,28-01-2026,288,2,Ambient,203.15,India,1
PRD_2970,Fish,Protein,Mother Dairy,500,22-01-2026,06-02-2026,15,11,Refrigerated,139.57,India,0
PRD_2971,Fish,Protein,MTR,1000,26-01-2026,05-02-2026,10,10,Refrigerated,327.13,India,0
PRD_2972,Paneer,Dairy,Fortune,2000,18-01-2026,24-01-2026,6,-2,Refrigerated,54.89,India,1
PRD_2973,Chicken,Protein,Britannia,2000,22-01-2026,30-01-2026,8,4,Refrigerated,337.38,India,1
PRD_2974,Rice,Grains/Legumes,Fortune,500,20-05-2025,25-01-2026,250,-1,Ambient,319.6,India,1
PRD_2975,Noodles,Grains/Legumes,Amul,500,30-06-2025,07-02-2026,222,12,Ambient,120.26,India,0
PRD_2976,Noodles,Grains/Legumes,Aashirvaad,250,16-05-2025,23-01-2026,252,-3,Ambient,315.33,India,0
PRD_2977,Rajma,Grains/Legumes,Nestle,1000,14-03-2025,10-02-2026,333,15,Ambient,316.83,India,0
PRD_2978,Vegetables,Produce,MTR,2000,28-01-2026,01-02-2026,4,6,Refrigerated,470.15,India,0
PRD_2979,Flour,Grains/Legumes,ITC,2000,06-07-2025,10-02-2026,219,15,Ambient,367,India,0
PRD_2980,Bun,Bakery,ITC,1000,24-01-2026,29-01-2026,5,3,Ambient,564.3,India,0
PRD_2981,Rajma,Grains/Legumes,Fortune,500,29-01-2025,26-01-2026,362,0,Ambient,332.44,India,1
PRD_2982,Paneer,Dairy,MTR,5000,03-02-2026,08-02-2026,5,13,Refrigerated,459.71,India,0
PRD_2983,Rice,Grains/Legumes,Aashirvaad,2000,05-08-2025,07-02-2026,186,12,Ambient,164.3,India,0
PRD_2984,Paneer,Dairy,Fortune,250,31-01-2026,08-02-2026,8,13,Refrigerated,49.75,India,0
PRD_2985,Bun,Bakery,ITC,250,04-02-2026,08-02-2026,4,13,Ambient,194.64,India,0
PRD_2986,Flour,Grains/Legumes,ITC,5000,16-02-2025,10-02-2026,359,15,Ambient,481.83,India,1
PRD_2987,Fish,Protein,Nestle,1000,12-01-2026,24-01-2026,12,-2,Refrigerated,315.36,India,1
PRD_2988,Bun,Bakery,Amul,1000,04-02-2026,07-02-2026,3,12,Ambient,441.66,India,0
PRD_2989,Pasta,Grains/Legumes,MTR,500,11-03-2025,31-01-2026,326,5,Ambient,228.28,India,0
PRD_2990,Chicken,Protein,Mother Dairy,2000,25-01-2026,02-02-2026,8,7,Refrigerated,565.08,India,0
PRD_2991,Noodles,Grains/Legumes,Nestle,250,01-05-2025,31-01-2026,275,5,Ambient,539.34,India,1
PRD_2992,Chicken,Protein,Nestle,500,26-01-2026,04-02-2026,9,9,Refrigerated,529.3,India,0
PRD_2993,Vegetables,Produce,Nestle,1000,02-02-2026,05-02-2026,3,10,Refrigerated,582.8,India,0
PRD_2994,Rajma,Grains/Legumes,MTR,250,20-06-2025,04-02-2026,229,9,Ambient,445.42,India,0
PRD_2995,Vegetables,Produce,MTR,2000,06-02-2026,10-02-2026,4,15,Refrigerated,471.22,India,0
PRD_2996,Pasta,Grains/Legumes,Aashirvaad,500,15-05-2025,03-02-2026,264,8,Ambient,98.58,India,0
PRD_2997,Rajma,Grains/Legumes,ITC,2000,26-03-2025,07-02-2026,318,12,Ambient,266.63,India,0
PRD_2998,Noodles,Grains/Legumes,ITC,5000,09-04-2025,05-02-2026,302,10,Ambient,333.25,India,0
PRD_2999,Vegetables,Produce,ITC,250,28-01-2026,03-02-2026,6,8,Refrigerated,122.41,India,0
PRD_3000,Bun,Bakery,Britannia,500,30-01-2026,03-02-2026,4,8,Ambient,154.77,India,0
PRD_3001,Pasta,Grains/Legumes,MTR,1000,12-04-2025,04-02-2026,298,9,Ambient,201.11,India,0
PRD_3002,Flour,Grains/Legumes,Fortune,250,29-05-2025,24-01-2026,240,-2,Ambient,458.81,India,1
PRD_3003,Rice,Grains/Legumes,Aashirvaad,1000,23-05-2025,28-01-2026,250,2,Ambient,277.9,India,1
PRD_3004,Rice Batter,Bakery,Amul,500,26-01-2026,29-01-2026,3,3,Ambient,559.25,India,0
PRD_3005,Rice Batter,Bakery,Fortune,2000,19-01-2026,23-01-2026,4,-3,Ambient,245.96,India,1
PRD_3006,Rice,Grains/Legumes,Nestle,5000,12-05-2025,30-01-2026,263,4,Ambient,547.41,India,1
PRD_3007,Flour,Grains/Legumes,ITC,5000,02-08-2025,09-02-2026,191,14,Ambient,526.56,India,0
PRD_3008,Rice,Grains/Legumes,Aashirvaad,250,01-03-2025,28-01-2026,333,2,Ambient,528.59,India,1
PRD_3009,Bun,Bakery,ITC,500,24-01-2026,29-01-2026,5,3,Ambient,388.23,India,1
PRD_3010,Pasta,Grains/Legumes,MTR,500,04-03-2025,29-01-2026,331,3,Ambient,207.5,India,0
PRD_3011,Rajma,Grains/Legumes,Amul,500,27-04-2025,26-01-2026,274,0,Ambient,244.31,India,1
PRD_3012,Rice Batter,Bakery,ITC,250,23-01-2026,28-01-2026,5,2,Ambient,39.29,India,1
PRD_3013,Flour,Grains/Legumes,Nestle,1000,28-06-2025,08-02-2026,225,13,Ambient,218.44,India,0
PRD_3014,Flour,Grains/Legumes,Aashirvaad,5000,24-02-2025,26-01-2026,336,0,Ambient,86.55,India,1
PRD_3015,Rice Batter,Bakery,Mother Dairy,250,28-01-2026,02-02-2026,5,7,Ambient,538.1,India,0
PRD_3016,Pasta,Grains/Legumes,MTR,500,25-04-2025,29-01-2026,279,3,Ambient,433.71,India,0
PRD_3017,Rice Batter,Bakery,Nestle,5000,01-02-2026,05-02-2026,4,10,Ambient,202.08,India,0
PRD_3018,Rice Batter,Bakery,Aashirvaad,1000,01-02-2026,06-02-2026,5,11,Ambient,592.77,India,1
PRD_3019,Chicken,Protein,Britannia,1000,13-01-2026,23-01-2026,10,-3,Refrigerated,279.75,India,1
PRD_3020,Rajma,Grains/Legumes,ITC,250,17-02-2025,05-02-2026,353,10,Ambient,372.7,India,0
PRD_3021,Fish,Protein,Britannia,250,25-01-2026,03-02-2026,9,8,Refrigerated,97.05,India,0
PRD_3022,Rice Batter,Bakery,Britannia,500,05-02-2026,09-02-2026,4,14,Ambient,331.82,India,0
PRD_3023,Bun,Bakery,Britannia,5000,02-02-2026,05-02-2026,3,10,Ambient,496.98,India,0
PRD_3024,Bun,Bakery,ITC,1000,25-01-2026,30-01-2026,5,4,Ambient,514.59,India,0
PRD_3025,Noodles,Grains/Legumes,Fortune,500,19-04-2025,31-01-2026,287,5,Ambient,106.18,India,0
PRD_3026,Paneer,Dairy,Fortune,1000,24-01-2026,30-01-2026,6,4,Refrigerated,316.79,India,1
PRD_3027,Rice Batter,Bakery,Amul,5000,04-02-2026,08-02-2026,4,13,Ambient,117.13,India,0
PRD_3028,Bun,Bakery,Nestle,2000,01-02-2026,05-02-2026,4,10,Ambient,447.76,India,0
PRD_3029,Rice Batter,Bakery,Amul,500,02-02-2026,05-02-2026,3,10,Ambient,561.85,India,0
PRD_3030,Noodles,Grains/Legumes,Aashirvaad,250,07-07-2025,04-02-2026,212,9,Ambient,126.1,India,0
PRD_3031,Vegetables,Produce,Mother Dairy,500,22-01-2026,29-01-2026,7,3,Refrigerated,187.74,India,1
PRD_3032,Chicken,Protein,ITC,250,12-01-2026,24-01-2026,12,-2,Refrigerated,331.41,India,1
PRD_3033,Bun,Bakery,Fortune,500,28-01-2026,02-02-2026,5,7,Ambient,153.82,India,0
PRD_3034,Rice,Grains/Legumes,Aashirvaad,250,17-05-2025,04-02-2026,263,9,Ambient,231.96,India,0
PRD_3035,Paneer,Dairy,Aashirvaad,250,26-01-2026,04-02-2026,9,9,Refrigerated,547.4,India,0
PRD_3036,Vegetables,Produce,ITC,2000,21-01-2026,25-01-2026,4,-1,Refrigerated,406.52,India,1
PRD_3037,Rajma,Grains/Legumes,Britannia,5000,24-07-2025,24-01-2026,184,-2,Ambient,124.54,India,1
PRD_3038,Fish,Protein,MTR,5000,28-01-2026,10-02-2026,13,15,Refrigerated,488.71,India,0
PRD_3039,Paneer,Dairy,Amul,250,19-01-2026,25-01-2026,6,-1,Refrigerated,114.03,India,1
PRD_3040,Fish,Protein,Amul,1000,21-01-2026,28-01-2026,7,2,Refrigerated,204.75,India,1
PRD_3041,Fish,Protein,MTR,5000,19-01-2026,02-02-2026,14,7,Refrigerated,88.53,India,0
PRD_3042,Vegetables,Produce,Aashirvaad,250,04-02-2026,08-02-2026,4,13,Refrigerated,416.38,India,0
PRD_3043,Noodles,Grains/Legumes,MTR,250,14-07-2025,08-02-2026,209,13,Ambient,111.9,India,0
PRD_3044,Noodles,Grains/Legumes,Britannia,500,22-03-2025,27-01-2026,311,1,Ambient,282.36,India,0
PRD_3045,Bun,Bakery,Britannia,5000,25-01-2026,28-01-2026,3,2,Ambient,269.39,India,0
PRD_3046,Rajma,Grains/Legumes,MTR,250,10-07-2025,24-01-2026,198,-2,Ambient,440.69,India,1
PRD_3047,Noodles,Grains/Legumes,Aashirvaad,1000,14-07-2025,26-01-2026,196,0,Ambient,76.77,India,0
PRD_3048,Bun,Bakery,Nestle,5000,18-01-2026,23-01-2026,5,-3,Ambient,439.61,India,1
PRD_3049,Pasta,Grains/Legumes,Aashirvaad,2000,29-07-2025,01-02-2026,187,6,Ambient,235.42,India,0
PRD_3050,Rice,Grains/Legumes,Mother Dairy,2000,04-06-2025,24-01-2026,234,-2,Ambient,269.81,India,1
PRD_3051,Rice Batter,Bakery,Mother Dairy,1000,05-02-2026,09-02-2026,4,14,Ambient,133.4,India,0
PRD_3052,Bun,Bakery,Britannia,1000,02-02-2026,05-02-2026,3,10,Ambient,217.67,India,0
PRD_3053,Rajma,Grains/Legumes,ITC,500,01-06-2025,30-01-2026,243,4,Ambient,206.66,India,1
PRD_3054,Fish,Protein,Amul,250,29-01-2026,08-02-2026,10,13,Refrigerated,316.7,India,0
PRD_3055,Vegetables,Produce,Aashirvaad,1000,20-01-2026,23-01-2026,3,-3,Refrigerated,496.47,India,1
PRD_3056,Rice Batter,Bakery,Fortune,250,27-01-2026,30-01-2026,3,4,Ambient,256.39,India,0
PRD_3057,Bun,Bakery,Fortune,2000,29-01-2026,03-02-2026,5,8,Ambient,130.42,India,0
PRD_3058,Fish,Protein,Nestle,250,29-01-2026,07-02-2026,9,12,Refrigerated,120.86,India,1
PRD_3059,Rajma,Grains/Legumes,Aashirvaad,5000,22-03-2025,29-01-2026,313,3,Ambient,450.98,India,1
PRD_3060,Paneer,Dairy,Fortune,2000,29-01-2026,07-02-2026,9,12,Refrigerated,461.63,India,0
PRD_3061,Rice Batter,Bakery,ITC,1000,07-02-2026,10-02-2026,3,15,Ambient,214.82,India,0
PRD_3062,Noodles,Grains/Legumes,Amul,1000,26-05-2025,28-01-2026,247,2,Ambient,329.29,India,1
PRD_3063,Rajma,Grains/Legumes,Britannia,500,13-03-2025,29-01-2026,322,3,Ambient,438.73,India,1
PRD_3064,Bun,Bakery,ITC,2000,06-02-2026,09-02-2026,3,14,Ambient,459.65,India,0
PRD_3065,Pasta,Grains/Legumes,Mother Dairy,5000,12-02-2025,23-01-2026,345,-3,Ambient,205.46,India,1
PRD_3066,Noodles,Grains/Legumes,Nestle,1000,10-02-2025,30-01-2026,354,4,Ambient,291.68,India,1
PRD_3067,Rice,Grains/Legumes,Nestle,1000,03-03-2025,01-02-2026,335,6,Ambient,341.79,India,0
PRD_3068,Fish,Protein,Amul,500,17-01-2026,24-01-2026,7,-2,Refrigerated,317.9,India,1
PRD_3069,Flour,Grains/Legumes,Nestle,5000,08-06-2025,06-02-2026,243,11,Ambient,510.45,India,0
PRD_3070,Rice Batter,Bakery,Nestle,2000,04-02-2026,08-02-2026,4,13,Ambient,531.8,India,0
PRD_3071,Vegetables,Produce,ITC,250,24-01-2026,30-01-2026,6,4,Refrigerated,29.83,India,1
PRD_3072,Noodles,Grains/Legumes,Nestle,5000,01-02-2025,01-02-2026,365,6,Ambient,418.44,India,0
PRD_3073,Chicken,Protein,Mother Dairy,5000,12-01-2026,25-01-2026,13,-1,Refrigerated,197.85,India,1
PRD_3074,Fish,Protein,Amul,5000,27-01-2026,07-02-2026,11,12,Refrigerated,85.67,India,0
PRD_3075,Pasta,Grains/Legumes,Aashirvaad,2000,15-02-2025,08-02-2026,358,13,Ambient,510.48,India,0
PRD_3076,Rice,Grains/Legumes,ITC,5000,29-05-2025,10-02-2026,257,15,Ambient,218.08,India,0
PRD_3077,Paneer,Dairy,ITC,500,23-01-2026,02-02-2026,10,7,Refrigerated,152.64,India,1
PRD_3078,Rice,Grains/Legumes,Mother Dairy,5000,08-06-2025,08-02-2026,245,13,Ambient,131.26,India,0
PRD_3079,Flour,Grains/Legumes,Britannia,250,17-04-2025,23-01-2026,281,-3,Ambient,482.52,India,0
PRD_3080,Rice,Grains/Legumes,ITC,1000,16-03-2025,29-01-2026,319,3,Ambient,427.38,India,0
PRD_3081,Chicken,Protein,Nestle,2000,01-02-2026,10-02-2026,9,15,Refrigerated,583.55,India,0
PRD_3082,Noodles,Grains/Legumes,Nestle,250,02-03-2025,07-02-2026,342,12,Ambient,325.94,India,0
PRD_3083,Vegetables,Produce,MTR,5000,05-02-2026,08-02-2026,3,13,Refrigerated,500.91,India,0
PRD_3084,Vegetables,Produce,Nestle,5000,02-02-2026,07-02-2026,5,12,Refrigerated,590,India,0
PRD_3085,Rajma,Grains/Legumes,Aashirvaad,1000,26-02-2025,29-01-2026,337,3,Ambient,221.31,India,1
PRD_3086,Vegetables,Produce,Britannia,2000,23-01-2026,27-01-2026,4,1,Refrigerated,81.86,India,1
PRD_3087,Paneer,Dairy,Fortune,2000,28-01-2026,06-02-2026,9,11,Refrigerated,86.18,India,0
PRD_3088,Pasta,Grains/Legumes,Aashirvaad,500,04-04-2025,10-02-2026,312,15,Ambient,258.85,India,0
PRD_3089,Vegetables,Produce,Britannia,250,27-01-2026,30-01-2026,3,4,Refrigerated,409.96,India,1
PRD_3090,Rajma,Grains/Legumes,Fortune,1000,14-05-2025,28-01-2026,259,2,Ambient,314.83,India,1
PRD_3091,Bun,Bakery,Fortune,5000,25-01-2026,29-01-2026,4,3,Ambient,142.38,India,0
PRD_3092,Chicken,Protein,Nestle,1000,23-01-2026,06-02-2026,14,11,Refrigerated,503.01,India,1
PRD_3093,Flour,Grains/Legumes,Amul,250,13-04-2025,02-02-2026,295,7,Ambient,489.89,India,0
PRD_3094,Rajma,Grains/Legumes,Mother Dairy,500,16-06-2025,09-02-2026,238,14,Ambient,27.33,India,0
PRD_3095,Paneer,Dairy,Mother Dairy,2000,18-01-2026,26-01-2026,8,0,Refrigerated,94.32,India,1
PRD_3096,Bun,Bakery,Fortune,500,05-02-2026,10-02-2026,5,15,Ambient,590.8,India,0
PRD_3097,Bun,Bakery,Amul,1000,30-01-2026,04-02-2026,5,9,Ambient,578.58,India,0
PRD_3098,Paneer,Dairy,ITC,500,21-01-2026,27-01-2026,6,1,Refrigerated,89.24,India,1
PRD_3099,Rice Batter,Bakery,Mother Dairy,1000,23-01-2026,27-01-2026,4,1,Ambient,174.93,India,0
PRD_3100,Bun,Bakery,Fortune,5000,29-01-2026,01-02-2026,3,6,Ambient,86.6,India,0
PRD_3101,Noodles,Grains/Legumes,Amul,500,15-03-2025,24-01-2026,315,-2,Ambient,71.05,India,1
PRD_3102,Rajma,Grains/Legumes,Mother Dairy,5000,11-02-2025,27-01-2026,350,1,Ambient,425.69,India,1
PRD_3103,Pasta,Grains/Legumes,Nestle,2000,28-07-2025,09-02-2026,196,14,Ambient,94.86,India,0
PRD_3104,Fish,Protein,MTR,250,21-01-2026,02-02-2026,12,7,Refrigerated,72.46,India,0
PRD_3105,Flour,Grains/Legumes,Nestle,500,24-04-2025,02-02-2026,284,7,Ambient,49.82,India,0
PRD_3106,Rajma,Grains/Legumes,MTR,1000,18-03-2025,04-02-2026,323,9,Ambient,578.56,India,0
PRD_3107,Pasta,Grains/Legumes,Aashirvaad,500,13-03-2025,05-02-2026,329,10,Ambient,512.58,India,0
PRD_3108,Flour,Grains/Legumes,Aashirvaad,5000,21-02-2025,05-02-2026,349,10,Ambient,284.4,India,0
PRD_3109,Fish,Protein,Amul,500,26-01-2026,05-02-2026,10,10,Refrigerated,406.71,India,1
PRD_3110,Flour,Grains/Legumes,MTR,1000,29-05-2025,26-01-2026,242,0,Ambient,58.97,India,1
PRD_3111,Paneer,Dairy,Britannia,2000,23-01-2026,31-01-2026,8,5,Refrigerated,253.52,India,0
PRD_3112,Chicken,Protein,Britannia,1000,21-01-2026,28-01-2026,7,2,Refrigerated,316.65,India,1
PRD_3113,Noodles,Grains/Legumes,Nestle,5000,12-03-2025,23-01-2026,317,-3,Ambient,407.98,India,1
PRD_3114,Rice,Grains/Legumes,Nestle,250,09-02-2025,01-02-2026,357,6,Ambient,206.05,India,0
PRD_3115,Rice Batter,Bakery,Nestle,250,27-01-2026,31-01-2026,4,5,Ambient,404.97,India,0
PRD_3116,Fish,Protein,Amul,5000,29-01-2026,10-02-2026,12,15,Refrigerated,573.89,India,0
PRD_3117,Noodles,Grains/Legumes,Amul,500,28-03-2025,31-01-2026,309,5,Ambient,497.72,India,0
PRD_3118,Paneer,Dairy,ITC,1000,22-01-2026,27-01-2026,5,1,Refrigerated,540.69,India,1
PRD_3119,Bun,Bakery,Fortune,5000,24-01-2026,29-01-2026,5,3,Ambient,158.62,India,1
PRD_3120,Rice,Grains/Legumes,Mother Dairy,2000,28-03-2025,25-01-2026,303,-1,Ambient,153.59,India,1
PRD_3121,Pasta,Grains/Legumes,MTR,500,06-08-2025,07-02-2026,185,12,Ambient,594.13,India,0
PRD_3122,Chicken,Protein,MTR,500,16-01-2026,24-01-2026,8,-2,Refrigerated,152.04,India,1
PRD_3123,Pasta,Grains/Legumes,Nestle,5000,01-04-2025,06-02-2026,311,11,Ambient,103.49,India,0
PRD_3124,Rice Batter,Bakery,MTR,5000,20-01-2026,23-01-2026,3,-3,Ambient,251.99,India,1
PRD_3125,Flour,Grains/Legumes,Britannia,5000,29-05-2025,10-02-2026,257,15,Ambient,581.21,India,0
PRD_3126,Chicken,Protein,Amul,5000,20-01-2026,04-02-2026,15,9,Refrigerated,96.47,India,1
PRD_3127,Vegetables,Produce,MTR,250,19-01-2026,24-01-2026,5,-2,Refrigerated,532.17,India,1
PRD_3128,Fish,Protein,Britannia,5000,17-01-2026,24-01-2026,7,-2,Refrigerated,226.32,India,1
PRD_3129,Bun,Bakery,Fortune,1000,03-02-2026,07-02-2026,4,12,Ambient,413.61,India,0
PRD_3130,Chicken,Protein,Nestle,1000,10-01-2026,25-01-2026,15,-1,Refrigerated,157.25,India,1
PRD_3131,Fish,Protein,Mother Dairy,2000,25-01-2026,01-02-2026,7,6,Refrigerated,529.75,India,0
PRD_3132,Vegetables,Produce,MTR,500,25-01-2026,29-01-2026,4,3,Refrigerated,195.38,India,1
PRD_3133,Paneer,Dairy,Amul,1000,20-01-2026,31-01-2026,11,5,Refrigerated,339.97,India,1
PRD_3134,Vegetables,Produce,ITC,250,29-01-2026,04-02-2026,6,9,Refrigerated,319.38,India,0
PRD_3135,Pasta,Grains/Legumes,Amul,1000,11-04-2025,08-02-2026,303,13,Ambient,444.85,India,0
PRD_3136,Flour,Grains/Legumes,Britannia,5000,24-02-2025,01-02-2026,342,6,Ambient,521.92,India,0
PRD_3137,Bun,Bakery,Aashirvaad,2000,04-02-2026,07-02-2026,3,12,Ambient,376.82,India,0
